index,metric,labels
4060.0,2046.0,Santa Terezinha de Itaipu
3259.0,2040.0,Cosmópolis
429.0,2039.0,Codó
589.0,2038.5,Amarante
1645.0,2038.0,Boquim
3195.0,2038.0,Biritiba Mirim
5268.0,2034.0,Posse
3380.0,2031.0,Itararé
1478.0,2030.0,Petrolândia
2176.0,2029.0,Astolfo Dutra
4718.0,2029.0,Rio Grande
1846.0,2027.0,Floresta Azul
1991.0,2019.0,Nova Soure
1734.0,2011.0,Antônio Gonçalves
2887.0,2011.0,Senhora do Porto
4549.0,2011.0,Fazenda Vilanova
4563.0,2008.0,Giruá
4431.0,2007.0,Boa Vista das Missões
1909.0,2006.0,Itaquara
4215.0,2005.0,Guaramirim
1688.0,2000.0,Pedrinhas
416.0,1996.0,Campestre do Maranhão
4469.0,1996.0,Capão da Canoa
1890.0,1994.0,Itacaré
2755.0,1989.0,Rio Casca
1456.0,1988.0,Lajedo
5161.0,1988.0,Estrela do Norte
1280.0,1984.0,Piancó
3803.0,1984.0,Capanema
3375.0,1982.0,Itápolis
2592.0,1979.0,Matozinhos
1198.0,1975.0,Catingueira
2202.0,1973.0,Bocaiúva
1680.0,1969.0,Neópolis
4822.0,1969.0,Torres
4877.0,1968.0,Bataguassu
2916.0,1967.0,Tocantins
1207.0,1965.0,Cruz do Espírito Santo
5282.0,1963.0,Santa Rita do Araguaia
3103.0,1962.0,São Fidélis
603.0,1961.0,Batalha
2065.0,1958.0,São Félix
721.0,1949.0,Oeiras
1679.0,1946.0,Muribeca
4214.0,1945.0,Guaraciaba
3822.0,1944.0,Cornélio Procópio
5295.0,1944.0,São Luiz do Norte
5011.0,1943.0,Matupá
874.0,1940.0,Ibaretama
447.0,1933.0,Governador Edison Lobão
2869.0,1931.0,São Sebastião do Paraíso
1157.0,1929.0,Areia
1030.0,1928.0,Goianinha
3075.0,1927.0,Mendes
1442.0,1926.0,Jaboatão dos Guararapes
1201.0,1923.0,Conceição
2422.0,1923.0,Frutal
3255.0,1917.0,Cordeirópolis
2203.0,1916.0,Bom Despacho
4115.0,1909.0,União da Vitória
2572.0,1901.0,Manhumirim
806.0,1900.0,Acopiara
4526.0,1900.0,Encantado
923.0,1898.0,Mulungu
5149.0,1897.0,Cristalina
1945.0,1889.0,Livramento de Nossa Senhora
5232.0,1889.0,Nazário
4061.0,1886.0,Santo Antônio da Platina
1482.0,1884.0,Primavera
2276.0,1884.0,Carmo de Minas
953.0,1882.0,Quixeramobim
2067.0,1881.0,São Felipe
1641.0,1880.0,Aquidabã
77.0,1871.0,Manaus
2819.0,1871.0,Santos Dumont
535.0,1870.0,Santo Antônio dos Lopes
3535.0,1868.0,Pindamonhangaba
3923.0,1868.0,Loanda
2306.0,1864.0,Coimbra
1503.0,1862.0,São Caitano
1508.0,1862.0,São José do Egito
200.0,1859.0,São Francisco do Pará
165.0,1857.0,Novo Repartimento
3616.0,1856.0,Santa Bárbara d'Oeste
1599.0,1855.0,Olho d'Água das Flores
2126.0,1853.0,Wenceslau Guimarães
2483.0,1846.0,Itaguara
5285.0,1846.0,Santa Tereza de Goiás
4059.0,1842.0,Santa Tereza do Oeste
1494.0,1840.0,Santa Cruz
3421.0,1840.0,Lucélia
5021.0,1836.0,Nova Canaã do Norte
5200.0,1836.0,Itauçu
4151.0,1835.0,Barra Velha
656.0,1834.0,Elesbão Veloso
835.0,1830.0,Campos Sales
669.0,1828.0,Gilbués
5164.0,1825.0,Firminópolis
974.0,1824.0,Tauá
4971.0,1821.0,Carlinda
2384.0,1820.0,Engenheiro Caldas
1662.0,1819.0,Gracho Cardoso
1995.0,1818.0,Olindina
2199.0,1815.0,Bicas
1740.0,1812.0,Aramari
4675.0,1812.0,Paraíso do Sul
1070.0,1810.0,Nova Cruz
675.0,1808.0,Ipiranga do Piauí
1685.0,1808.0,Nossa Senhora do Socorro
2027.0,1806.0,Presidente Tancredo Neves
3003.0,1806.0,Marechal Floriano
3130.0,1806.0,Agudos
4452.0,1806.0,Camaquã
680.0,1804.0,Jaicós
5214.0,1804.0,Mara Rosa
1636.0,1803.0,Teotônio Vilela
394.0,1801.0,Balsas
4211.0,1800.25,Gaspar
4565.0,1796.0,Gramado
3933.0,1794.0,Mandirituba
4966.0,1792.0,Campo Novo do Parecis
1667.0,1785.0,Itabi
1705.0,1784.0,São Domingos
4444.0,1781.0,Butiá
1199.0,1779.0,Catolé do Rocha
552.0,1778.0,São Mateus do Maranhão
1147.0,1778.0,Alagoinha
3408.0,1776.0,Juquiá
5309.0,1776.0,Turvânia
3038.0,1771.0,Araruama
3906.0,1769.0,Janiópolis
917.0,1768.0,Mombaça
4856.0,1767.0,Vila Flores
658.0,1766.0,Esperantina
1255.0,1766.0,Marizópolis
146.0,1765.0,Itaituba
891.0,1765.0,Itapiúna
4418.0,1764.0,Bagé
2241.0,1761.0,Campanário
4950.0,1761.0,Alto Garças
3981.0,1760.0,Palotina
5192.0,1760.0,Itaberaí
3675.0,1759.0,Serra Negra
2499.0,1756.0,Itaú de Minas
2028.0,1752.0,Queimadas
3492.0,1751.0,Olímpia
239.0,1749.0,Aliança do Tocantins
3846.0,1748.0,Fazenda Rio Grande
502.0,1747.0,Pastos Bons
4339.0,1746.0,São Bento do Sul
4097.0,1745.0,Tapejara
741.0,1744.0,Piracuruca
674.0,1741.0,Inhuma
3870.0,1741.0,Guaraniaçu
3951.0,1741.0,Mauá da Serra
1885.0,1739.0,Irará
3036.0,1739.0,Angra dos Reis
1813.0,1730.0,Conceição da Feira
3462.0,1724.0,Monte Aprazível
3816.0,1723.0,Clevelândia
2846.0,1721.0,São João Evangelista
4413.0,1720.0,Arroio dos Ratos
4550.0,1718.0,Feliz
4633.0,1718.0,Minas do Leão
4447.0,1710.0,Cachoeira do Sul
1172.0,1708.0,Boa Ventura
2715.0,1707.0,Pirapora
5073.0,1707.0,Terra Nova do Norte
111.0,1705.0,Barcarena
3875.0,1704.0,Ibaiti
4677.0,1702.0,Parobé
2088.0,1698.0,Simões Filho
4938.0,1697.0,Sidrolândia
4077.0,1695.0,São José dos Pinhais
4186.0,1693.25,Concórdia
748.0,1693.0,Regeneração
4383.0,1692.0,Videira
5047.0,1691.0,Ribeirão Cascalheira
1911.0,1687.0,Itatim
4093.0,1687.0,Siqueira Campos
919.0,1686.0,Morada Nova
3529.0,1686.0,Pereira Barreto
2692.0,1682.0,Pedro Leopoldo
2980.0,1681.0,Domingos Martins
4562.0,1681.0,Getúlio Vargas
1564.0,1680.0,Delmiro Gouveia
1738.0,1679.0,Araçás
1210.0,1676.0,Cuitegi
1789.0,1676.0,Canavieiras
3827.0,1675.0,Cruzeiro do Oeste
3108.0,1672.0,São Pedro da Aldeia
197.0,1671.0,São Domingos do Araguaia
5257.0,1670.0,Petrolina de Goiás
431.0,1669.0,Colinas
1155.0,1669.0,Arara
1587.0,1667.0,Maragogi
888.0,1666.0,Itaitinga
1379.0,1666.0,Bodocó
3260.0,1664.0,Cosmorama
3126.0,1663.0,Águas da Prata
1229.0,1662.0,Imaculada
524.0,1661.0,Ribamar Fiquene
253.0,1658.0,Augustinópolis
2332.0,1658.0,Corinto
531.0,1654.0,Santa Luzia do Paruá
2811.0,1654.0,Santo Antônio do Amparo
3407.0,1654.0,Junqueirópolis
1868.0,1651.0,Ibirataia
1536.0,1647.0,Vicência
2171.0,1647.0,Arcos
2911.0,1643.0,Teixeiras
3708.0,1641.0,Tietê
4003.0,1640.0,Planalto
711.0,1639.5,Monte Alegre do Piauí
2141.0,1639.0,Além Paraíba
214.0,1636.0,Tucumã
1845.0,1629.0,Firmino Alves
2021.0,1628.0,Ponto Novo
3241.0,1627.0,Casa Branca
3439.0,1624.0,Martinópolis
5191.0,1624.0,Israelândia
4317.0,1623.0,Quilombo
5277.0,1622.0,Santa Bárbara de Goiás
3752.0,1620.0,Ampére
4818.0,1620.0,Teutônia
818.0,1619.0,Araripe
427.0,1615.0,Chapadinha
2551.0,1613.0,Laranjal
2716.0,1612.0,Piraúba
3898.0,1612.0,Ivaiporã
4100.0,1611.0,Telêmaco Borba
3494.0,1610.0,Oriente
2760.0,1608.0,Rio Novo
1044.0,1605.0,Jardim do Seridó
1651.0,1605.0,Carira
3166.0,1602.0,Artur Nogueira
2648.0,1601.0,Oliveira
2443.0,1597.0,Guaxupé
3546.0,1597.0,Pirapozinho
1504.0,1596.0,São João
3403.0,1594.0,José Bonifácio
1677.0,1592.0,Moita Bonita
4876.0,1592.0,Bandeirantes
114.0,1588.0,Benevides
3415.0,1586.0,Lençóis Paulista
3084.0,1585.0,Paraíba do Sul
617.0,1584.0,Buriti dos Lopes
3621.0,1582.0,Santa Cruz do Rio Pardo
4445.0,1580.0,Caçapava do Sul
183.0,1578.0,Rondon do Pará
318.0,1577.0,Nova Olinda
3652.0,1575.0,São Joaquim da Barra
1217.0,1572.0,Diamante
984.0,1571.0,Varjota
1104.0,1571.0,Santo Antônio
1844.0,1571.0,Filadélfia
2398.0,1571.0,Extrema
1292.0,1570.0,Princesa Isabel
2666.0,1567.0,Paracatu
1816.0,1566.0,Conceição do Jacuípe
2002.0,1562.0,Paratinga
3542.0,1562.0,Piraju
576.0,1561.0,Viana
4661.0,1554.0,Novo Cabrais
2223.0,1553.0,Buenópolis
4927.0,1552.0,Ponta Porã
805.0,1551.0,Acaraú
1445.0,1548.0,Jatobá
2245.0,1546.0,Campo Belo
4756.0,1546.0,São Borja
4939.0,1545.0,Sonora
862.0,1544.0,Fortim
3382.0,1543.0,Itatiba
3394.0,1543.0,Jacupiranga
4817.0,1542.0,Terra de Areia
3089.0,1541.0,Piraí
2428.0,1540.0,Goianá
2407.0,1535.0,Fervedouro
2070.0,1533.0,São Gonçalo dos Campos
4735.0,1527.0,Santa Bárbara do Sul
4784.0,1527.0,São Pedro do Sul
2178.0,1525.0,Augusto de Lima
2105.0,1524.0,Tucano
4362.0,1524.0,Sombrio
1650.0,1518.0,Capela
2862.0,1515.0,São Pedro do Suaçuí
3093.0,1515.0,Quissamã
4464.0,1515.0,Canela
5175.0,1514.0,Goiás
3153.0,1513.0,Araçariguama
2213.0,1511.0,Borda da Mata
4774.0,1511.0,São Luiz Gonzaga
956.0,1510.0,Reriutaba
164.0,1509.0,Novo Progresso
2777.0,1507.0,Salinas
5080.0,1507.0,Vila Rica
482.0,1506.0,Matinha
1949.0,1506.0,Macaúbas
3104.0,1506.0,São Gonçalo
5012.0,1506.0,Mirassol d'Oeste
2515.0,1504.0,Janaúba
3167.0,1503.0,Arujá
4843.0,1503.0,Vacaria
3561.0,1502.0,Porto Feliz
3062.0,1497.0,Iguaba Grande
4167.0,1497.0,Caçador
2573.0,1496.0,Mantena
3012.0,1496.0,Pedro Canário
3533.0,1494.0,Piedade
3023.0,1493.25,São Gabriel da Palha
4786.0,1493.0,São Sepé
2145.0,1492.0,Alpercata
3522.0,1492.0,Pederneiras
3791.0,1491.0,Cambé
1173.0,1490.0,Boa Vista
3855.0,1486.0,Formosa do Oeste
1420.0,1485.0,Floresta
3759.0,1484.0,Arapoti
859.0,1482.0,Farias Brito
4223.0,1482.0,Imbituba
3978.0,1481.0,Palmas
1526.0,1480.0,Toritama
1368.0,1479.0,Angelim
1786.0,1479.0,Campo Formoso
2566.0,1479.0,Machado
4053.0,1478.0,Santa Izabel do Oeste
4873.0,1477.0,Aparecida do Taboado
4410.0,1476.0,Arroio do Meio
3175.0,1474.0,Bálsamo
3389.0,1473.0,Ituverava
547.0,1472.0,São João dos Patos
4932.0,1470.0,Rio Verde de Mato Grosso
3577.0,1468.0,Quintana
3510.0,1466.0,Paraibuna
3984.0,1466.0,Paranaguá
199.0,1465.0,São Félix do Xingu
360.0,1465.0,Sítio Novo do Tocantins
1416.0,1461.0,Exu
1783.0,1458.0,Camaçari
964.0,1454.0,São Gonçalo do Amarante
3503.0,1452.0,Pacaembu
924.0,1451.0,Nova Olinda
4369.0,1449.0,Timbó
2504.0,1448.0,Ituiutaba
4858.0,1447.0,Vila Maria
3716.0,1446.0,Tupi Paulista
4006.0,1446.0,Porecatu
1386.0,1444.0,Buenos Aires
3331.0,1444.0,Herculândia
4725.0,1442.0,Ronda Alta
4948.0,1442.0,Alto Araguaia
5003.0,1440.0,Juína
514.0,1437.0,Poção de Pedras
4373.0,1437.0,Trombudo Central
4730.0,1435.0,Saldanha Marinho
495.0,1434.0,Nova Olinda do Maranhão
1660.0,1434.0,Gararu
3838.0,1434.0,Doutor Camargo
2179.0,1433.0,Baependi
3064.0,1431.0,Itaguaí
3579.0,1428.0,Rancharia
3967.0,1428.0,Nova Londrina
475.0,1427.0,Lima Campos
4310.0,1426.0,Porto União
2201.0,1425.0,Boa Esperança
2391.0,1423.0,Espinosa
1419.0,1421.0,Flores
3889.0,1421.0,Irati
3909.0,1418.0,Jardim Alegre
3994.0,1418.0,Pérola d'Oeste
142.0,1416.0,Igarapé-Miri
4539.0,1416.0,Espumoso
1271.0,1415.0,Olho d'Água
1613.0,1415.0,Pilar
3239.0,1414.0,Caraguatatuba
1518.0,1413.0,Tabira
1628.0,1410.0,São Luís do Quitunde
2376.0,1409.0,Dona Eusébia
3607.0,1409.0,Salesópolis
2744.0,1407.0,Raposos
185.0,1403.0,Salinópolis
3802.0,1403.0,Cantagalo
3354.0,1401.0,Ipaussu
855.0,1400.0,Cruz
4079.0,1400.0,São Mateus do Sul
2362.0,1399.0,Diamantina
3373.0,1399.0,Itapira
1166.0,1398.0,Barra de Santa Rosa
734.0,1397.0,Paulistana
4790.0,1396.0,São Vicente do Sul
4921.0,1396.0,Nova Andradina
3915.0,1395.0,Jussara
3635.0,1393.0,Santo Anastácio
497.0,1392.0,Olinda Nova do Maranhão
3966.0,1392.0,Nova Laranjeiras
539.0,1389.0,São Domingos do Azeitão
4325.0,1387.0,Rio Negrinho
1393.0,1386.0,Calumbi
3341.0,1386.0,Ibiúna
3571.0,1386.0,Presidente Venceslau
1004.0,1381.0,Bom Jesus
1922.0,1380.0,Jaguarari
1339.0,1379.0,Serra Redonda
4810.0,1379.0,Tapera
1612.0,1377.0,Piaçabuçu
1912.0,1375.0,Itiruçu
4806.0,1373.0,Sobradinho
2727.0,1370.0,Porteirinha
2239.0,1369.0,Cambuí
3049.0,1369.0,Carapebus
4301.0,1368.0,Pinhalzinho
925.0,1367.0,Nova Russas
3048.0,1367.0,Cambuci
4516.0,1364.0,Dois Irmãos
3028.0,1361.0,Sooretama
2787.0,1359.0,Santa Juliana
1160.0,1358.0,Aroeiras
585.0,1356.0,Alegrete do Piauí
2985.0,1353.0,Guaçuí
4332.0,1353.0,Santa Cecília
1666.0,1352.0,Itabaianinha
3881.0,1352.0,Imbaú
3821.0,1350.0,Corbélia
218.0,1347.0,Vigia
1397.0,1345.0,Canhotinho
108.0,1344.0,Aurora do Pará
2792.0,1344.0,Santa Maria do Suaçuí
4220.0,1344.0,Ibirama
4252.0,1344.0,Laguna
832.0,1342.0,Boa Viagem
5144.0,1341.0,Cocalzinho de Goiás
830.0,1340.0,Beberibe
2056.0,1340.0,Santana
2780.0,1340.0,Santa Bárbara do Leste
462.0,1337.0,Itinga do Maranhão
1256.0,1337.0,Massaranduba
931.0,1335.0,Pacoti
1940.0,1335.0,Lajedo do Tabocal
1806.0,1334.0,Caturama
3185.0,1334.0,Barueri
3735.0,1333.0,Vinhedo
3852.0,1332.0,Floresta
2961.0,1330.0,Alegre
5297.0,1330.0,São Simão
1643.0,1329.0,Arauá
169.0,1328.0,Ourilândia do Norte
1486.0,1328.0,Riacho das Almas
2383.0,1326.0,Elói Mendes
155.0,1325.0,Marituba
1543.0,1325.0,Barra de Santo Antônio
3119.0,1325.0,Valença
3680.0,1325.0,Socorro
3832.0,1324.0,Curiúva
451.0,1323.0,Governador Nunes Freire
2063.0,1322.5,São Desidério
3683.0,1320.0,Sumaré
3742.0,1319.0,Chavantes
4915.0,1319.0,Maracaju
1176.0,1316.0,Boqueirão
2267.0,1316.0,Carandaí
540.0,1314.0,São Domingos do Maranhão
561.0,1314.0,Senador La Rocque
4458.0,1314.0,Campo Bom
687.0,1312.0,José de Freitas
1686.0,1312.0,Pacatuba
5113.0,1311.0,Bom Jardim de Goiás
4395.0,1310.0,Alegrete
4015.0,1309.0,Prudentópolis
3509.0,1308.0,Paraguaçu Paulista
3943.0,1307.0,Mariópolis
2969.0,1303.75,Barra de São Francisco
3877.0,1302.0,Ibiporã
3569.0,1301.0,Presidente Epitácio
1490.0,1300.0,Salgadinho
255.0,1298.0,Axixá do Tocantins
3238.0,1298.0,Capivari
814.0,1297.0,Aquiraz
2424.0,1294.0,Galiléia
5291.0,1294.0,São Francisco de Goiás
1803.0,1291.0,Castro Alves
3031.0,1291.0,Viana
4305.0,1290.0,Pomerode
4145.0,1287.0,Ascurra
4177.0,1287.0,Canoinhas
4644.0,1287.0,Muçum
3663.0,1286.0,São Pedro
2847.0,1285.0,São João Nepomuceno
3340.0,1285.0,Ibitinga
3516.0,1284.0,Pariquera-Açu
1483.0,1283.0,Quipapá
3006.0,1282.0,Montanha
3461.0,1281.0,Monte Alto
2533.0,1280.0,José Raydan
3129.0,1278.0,Águas de São Pedro
474.0,1277.0,Lajeado Novo
1880.0,1277.0,Ipirá
4300.0,1277.0,Balneário Piçarras
213.0,1274.0,Trairão
3287.0,1274.0,Espírito Santo do Pinhal
3487.0,1274.0,Nova Odessa
1997.0,1272.0,Ouriçangas
1824.0,1270.5,Correntina
558.0,1268.0,São Vicente Ferrer
4268.0,1268.0,Massaranduba
5045.0,1268.0,São José dos Quatro Marcos
2543.0,1265.0,Lagoa da Prata
3247.0,1264.0,Cerquilho
3482.0,1264.0,Nova Granada
4087.0,1264.0,Sarandi
2805.0,1261.0,Santa Rita de Minas
4000.0,1260.5,Pitanga
411.0,1260.0,Buriticupu
1873.0,1258.0,Igaporã
4103.0,1257.0,Terra Roxa
4128.0,1257.0,Abelardo Luz
2001.0,1254.0,Paramirim
986.0,1253.0,Viçosa do Ceará
1663.0,1253.0,Ilha das Flores
2511.0,1253.0,Jacutinga
4084.0,1253.0,São Sebastião da Amoreira
3065.0,1252.0,Italva
2717.0,1251.0,Pitangui
3045.0,1251.0,Bom Jesus do Itabapoana
3030.0,1250.0,Venda Nova do Imigrante
1776.0,1244.0,Caém
3362.0,1244.0,Irapuru
1875.0,1241.0,Iguaí
1692.0,1240.0,Poço Verde
3655.0,1239.0,São José do Rio Pardo
1143.0,1238.0,Água Branca
3376.0,1238.0,Itaporanga
3974.0,1237.0,Ortigueira
3453.0,1236.0,Mococa
732.0,1235.0,Patos do Piauí
1582.0,1235.0,Junqueiro
4970.0,1233.0,Canarana
665.0,1232.0,Francisco Macedo
2549.0,1231.0,Lambari
2658.0,1231.0,Padre Paraíso
4750.0,1229.0,Santo Antônio da Patrulha
667.0,1228.0,Fronteiras
4700.0,1227.0,Portão
2668.0,1226.0,Paraguaçu
3289.0,1226.0,Estrela d'Oeste
3789.0,1225.0,Califórnia
988.0,1224.0,Açu
3543.0,1223.0,Pirajuí
530.0,1222.0,Santa Luzia
1964.0,1221.0,Mata de São João
195.0,1220.0,Santo Antônio do Tauá
310.0,1220.0,Miracema do Tocantins
1506.0,1219.0,São José da Coroa Grande
2094.0,1219.0,Tanhaçu
2747.0,1218.0,Reduto
4612.0,1217.25,Lagoa Vermelha
4963.0,1217.0,Brasnorte
4466.0,1216.0,Canoas
4476.0,1216.0,Carlos Barbosa
2043.0,1215.0,Rio Real
3170.0,1215.0,Auriflama
1350.0,1214.0,Tavares
332.0,1213.0,Colméia
2257.0,1213.0,Capelinha
1228.0,1212.0,Ibiara
1578.0,1212.0,Jaramataia
3907.0,1211.0,Japira
1764.0,1210.0,Boquira
747.0,1209.0,Redenção do Gurguéia
2051.0,1207.0,Santa Cruz da Vitória
3601.0,1207.0,Roseira
679.0,1205.0,Jacobina do Piauí
3556.0,1203.0,Pontal
1664.0,1202.0,Indiaroba
3845.0,1202.0,Faxinal
369.0,1200.0,Wanderlândia
1493.0,1198.0,Sanharó
934.0,1197.0,Palmácia
2133.0,1195.0,Água Boa
3876.0,1195.0,Ibema
3992.0,1195.0,Perobal
2129.0,1193.0,Abaeté
1986.0,1192.0,Nova Canaã
3266.0,1192.0,Cubatão
3620.0,1192.0,Santa Cruz das Palmeiras
437.0,1191.0,Esperantinópolis
3116.0,1190.0,Teresópolis
3903.0,1190.0,Jaguapitã
1315.0,1189.0,São Bento
3684.0,1189.0,Suzano
3902.0,1189.0,Jacarezinho
4107.0,1184.0,Tomazina
3549.0,1183.0,Pitangueiras
1231.0,1182.0,Itabaiana
1353.0,1182.0,Uiraúna
2636.0,1182.0,Nova Lima
4089.0,1182.0,Sengés
3844.0,1181.0,Farol
3496.0,1180.0,Orlândia
4216.0,1179.0,Guarujá do Sul
525.0,1178.0,Rosário
884.0,1178.0,Ipueiras
850.0,1175.0,Chorozinho
3731.0,1175.0,Vargem Grande do Sul
2987.0,1174.0,Ibatiba
3220.0,1174.0,Cafelândia
2718.0,1172.0,Piumhi
4290.0,1169.0,Papanduva
1832.0,1168.0,Dias d'Ávila
3309.0,1167.0,General Salgado
2390.0,1165.0,Espera Feliz
2601.0,1165.0,Mirabela
4221.0,1165.0,Ilhota
2970.0,1164.0,Boa Esperança
3224.0,1164.0,Cajati
4742.0,1164.0,Santana da Boa Vista
2610.0,1162.0,Monte Alegre de Minas
3568.0,1159.0,Presidente Bernardes
4306.0,1159.0,Ponte Alta
4180.0,1158.0,Catanduvas
3961.0,1156.0,Nova Aurora
4172.0,1156.0,Campo Alegre
5262.0,1156.0,Pires do Rio
216.0,1154.0,Ulianópolis
1542.0,1150.0,Atalaia
3449.0,1150.0,Mirandópolis
4092.0,1150.0,Sertanópolis
2138.0,1148.25,Aimorés
3090.0,1147.0,Porciúncula
2440.0,1146.0,Guarani
3525.0,1146.0,Pedreira
3321.0,1144.0,Guarantã
921.0,1143.0,Morrinhos
4130.0,1143.0,Agronômica
668.0,1142.0,Geminiano
962.0,1141.0,Santa Quitéria
3996.0,1141.0,Pinhalão
4979.0,1139.0,Confresa
3060.0,1138.0,Engenheiro Paulo de Frontin
1242.0,1136.0,Juru
580.0,1135.0,Zé Doca
1435.0,1135.0,Ipojuca
4671.0,1134.0,Palmitinho
229.0,1133.0,Macapá
3053.0,1133.0,Cardoso Moreira
4471.0,1133.0,Capivari do Sul
4985.0,1133.0,Diamantino
590.0,1132.0,Angical do Piauí
709.0,1131.5,Monsenhor Gil
2172.0,1131.25,Areado
2953.0,1131.0,Virginópolis
1673.0,1128.0,Macambira
2144.0,1128.0,Almenara
4364.0,1128.0,Taió
1454.0,1127.0,Lagoa dos Gatos
1553.0,1127.0,Campo Alegre
2280.0,1127.0,Carmópolis de Minas
4166.0,1127.0,Brusque
316.0,1126.0,Natividade
1450.0,1125.0,Jurema
355.0,1123.0,São Miguel do Tocantins
3977.0,1123.0,Paiçandu
3724.0,1122.0,Urânia
1594.0,1121.0,Messias
4743.0,1120.0,Sant'Ana do Livramento
210.0,1118.0,Terra Alta
1354.0,1116.0,Umbuzeiro
2130.0,1116.0,Abre Campo
1897.0,1115.0,Itajuípe
4990.0,1115.0,General Carneiro
4883.0,1114.0,Caarapó
2431.0,1110.0,Gouveia
383.0,1109.0,Anapurus
1215.0,1108.0,Desterro
3364.0,1108.0,Itaí
3476.0,1108.0,Nhandeara
2347.0,1106.0,Cristiano Otoni
2516.0,1106.0,Januária
3187.0,1105.0,Batatais
3369.0,1104.0,Itapecerica da Serra
822.0,1103.0,Aurora
3910.0,1103.0,Jataizinho
419.0,1100.0,Capinzal do Norte
1476.0,1097.0,Pedra
2188.0,1097.0,Barroso
2669.0,1095.0,Paraisópolis
4865.0,1092.0,Xangri-lá
3769.0,1091.0,Bandeirantes
4570.0,1090.0,Guaporé
2102.0,1089.0,Teolândia
2393.0,1089.0,Estiva
3164.0,1089.0,Areiópolis
115.0,1088.0,Bom Jesus do Tocantins
2625.0,1086.25,Muzambinho
926.0,1085.0,Novo Oriente
4747.0,1085.0,Santiago
943.0,1084.0,Pindoretama
3930.0,1084.0,Mamborê
1625.0,1082.0,São Brás
2003.0,1081.0,Paripiranga
2613.0,1081.0,Monte Carmelo
2034.0,1080.0,Riachão das Neves
2611.0,1080.0,Monte Azul
3041.0,1080.0,Arraial do Cabo
3070.0,1080.0,Laje do Muriaé
1347.0,1077.0,Sumé
2189.0,1077.0,Bela Vista de Minas
3699.0,1077.0,Taquarituba
101.0,1074.0,Água Azul do Norte
1700.0,1074.0,Santa Luzia do Itanhy
653.0,1073.0,Dom Expedito Lopes
2740.0,1071.0,Alto Jequitibá
182.0,1070.0,Rio Maria
2583.0,1070.0,Martinho Campos
4274.0,1070.0,Monte Castelo
1593.0,1069.0,Matriz de Camaragibe
3085.0,1069.0,Paraty
2530.0,1068.0,Joaquim Felício
4657.0,1068.0,Nova Petrópolis
428.0,1067.0,Cidelândia
3887.0,1067.0,Iporã
5125.0,1067.0,Caçu
4581.0,1062.0,Ibirubá
3345.0,1060.0,Igarapava
4192.0,1060.0,Cunha Porã
170.0,1059.0,Pacajá
948.0,1058.0,Potengi
5209.0,1058.0,Jussara
960.0,1057.0,Santana do Acaraú
695.0,1055.0,Lagoa do Piauí
2367.0,1054.0,Divinolândia de Minas
4585.0,1053.0,Imbé
4956.0,1053.0,Araputanga
3727.0,1052.0,Valentim Gentil
841.0,1051.0,Cariús
2497.0,1051.0,Itapeva
588.0,1050.5,Alvorada do Gurguéia
2327.0,1050.0,Contagem
2529.0,1050.0,João Pinheiro
4282.0,1050.0,Orleans
791.0,1048.0,Sussuapara
1562.0,1047.0,Coruripe
1205.0,1045.0,Coremas
1369.0,1044.0,Araçoiaba
1735.0,1043.0,Aporá
905.0,1042.0,Madalena
1866.0,1042.0,Ibirapitanga
2971.0,1042.0,Bom Jesus do Norte
3299.0,1042.0,Flórida Paulista
3443.0,1041.0,Meridiano
4899.0,1041.0,Fátima do Sul
3261.0,1040.0,Cotia
3766.0,1040.0,Astorga
3792.0,1040.0,Cambira
1597.0,1038.0,Murici
575.0,1037.0,Vargem Grande
3327.0,1036.0,Guarujá
375.0,1035.0,Aldeias Altas
1251.0,1035.0,Mamanguape
5066.0,1035.0,Sapezal
5226.0,1035.0,Morrinhos
1967.0,1031.0,Miguel Calmon
615.0,1030.0,Brasileira
4968.0,1030.0,Campos de Júlio
630.0,1029.0,Capitão de Campos
1744.0,1029.0,Baixa Grande
2078.0,1028.0,Saúde
3024.0,1028.0,São José do Calçado
1839.0,1026.0,Euclides da Cunha
5005.0,1026.0,Juscimeira
5038.0,1025.0,Porto Alegre do Norte
2093.0,1024.0,Tabocas do Brejo Velho
699.0,1021.0,Luzilândia
1366.0,1021.0,Altinho
3411.0,1021.0,Laranjal Paulista
3764.0,1021.0,Assaí
3537.0,1020.0,Pinhalzinho
3753.0,1018.0,Andirá
3328.0,1016.0,Guarulhos
3633.0,1016.0,Santa Rosa de Viterbo
3078.0,1015.0,Natividade
3429.0,1015.0,Magda
1156.0,1014.0,Araruna
2154.0,1013.0,Andradas
4044.0,1013.0,Salto do Itararé
3632.0,1012.0,Santa Rita do Passa Quatro
1472.0,1010.0,Parnamirim
2181.0,1010.0,Bambuí
2238.0,1010.0,Camanducaia
201.0,1009.0,São Geraldo do Araguaia
3186.0,1009.0,Bastos
3254.0,1009.0,Conchas
241.0,1008.0,Alvorada
2084.0,1008.0,Serra Dourada
3330.0,1008.0,Guzolândia
3982.0,1008.0,Paraíso do Norte
1532.0,1006.0,Venturosa
2750.0,1006.0,Ressaquinha
1981.0,1005.0,Muritiba
3323.0,1004.0,Guararema
21.0,1003.0,São Miguel do Guaporé
1820.0,1003.0,Coração de Maria
4760.0,1002.0,São Gabriel
4830.0,1002.0,Três Passos
4419.0,1001.0,Balneário Pinhal
